datetime,symbol,open,high,low,close,volume
1999-01-01 09:15:00,NSE:GRASIM,29.362601,29.827123,29.207762,29.501144,374869.0
1999-01-04 09:15:00,NSE:GRASIM,29.827123,31.864495,29.827123,31.399973,1798579.0
1999-01-05 09:15:00,NSE:GRASIM,31.212536,31.734103,30.805062,31.457021,1053133.0
1999-01-06 09:15:00,NSE:GRASIM,32.10898,32.271969,31.049546,31.351079,735935.0
1999-01-07 09:15:00,NSE:GRASIM,33.738877,33.861119,32.296416,33.861119,1631390.0
1999-01-08 09:15:00,NSE:GRASIM,34.716816,35.857744,34.146351,35.857744,1737839.0
1999-01-11 09:15:00,NSE:GRASIM,36.183723,36.183723,34.227846,34.749414,1016320.0
1999-01-12 09:15:00,NSE:GRASIM,34.325642,34.553826,33.086918,33.412898,719063.0
1999-01-13 09:15:00,NSE:GRASIM,34.472331,34.716816,33.086918,33.086918,370575.0
1999-01-14 09:15:00,NSE:GRASIM,32.500153,32.777239,31.815598,31.840048,268421.0
1999-01-15 09:15:00,NSE:GRASIM,30.968051,32.606098,30.332393,30.968051,223019.0
1999-01-18 09:15:00,NSE:GRASIM,30.984352,30.984352,29.541891,30.479082,126388.0
1999-01-19 09:15:00,NSE:GRASIM,30.316092,30.479082,29.036621,29.264809,392355.0
1999-01-21 09:15:00,NSE:GRASIM,29.338154,31.60371,29.338154,31.60371,610467.0
1999-01-22 09:15:00,NSE:GRASIM,31.799301,32.027485,29.501144,29.664133,437756.0
1999-01-25 09:15:00,NSE:GRASIM,29.370752,29.387051,27.960891,28.221673,430701.0
1999-01-27 09:15:00,NSE:GRASIM,28.596551,30.479082,28.417264,29.827123,838702.0
1999-01-28 09:15:00,NSE:GRASIM,29.745628,30.136802,28.76769,29.093669,282532.0
1999-01-29 09:15:00,NSE:GRASIM,27.382277,28.849185,27.382277,28.523205,545432.0
1999-02-01 09:15:00,NSE:GRASIM,28.523205,28.523205,26.241349,26.241349,257377.0
1999-02-02 09:15:00,NSE:GRASIM,25.507895,26.037612,24.774441,25.344905,379777.0
1999-02-03 09:15:00,NSE:GRASIM,26.404339,26.893308,25.344905,25.597539,198478.0
1999-02-04 09:15:00,NSE:GRASIM,25.296008,25.858321,24.611451,24.611451,170869.0
1999-02-05 09:15:00,NSE:GRASIM,24.692946,24.855936,24.203977,24.741843,258298.0
1999-02-08 09:15:00,NSE:GRASIM,24.652199,25.08412,23.796503,23.796503,148782.0
1999-02-09 09:15:00,NSE:GRASIM,23.649814,24.122482,23.307533,23.829101,255230.0
1999-02-10 09:15:00,NSE:GRASIM,24.92113,25.385653,24.334369,25.377503,198171.0
1999-02-11 09:15:00,NSE:GRASIM,26.404339,26.404339,25.442701,25.540493,345726.0
1999-02-12 09:15:00,NSE:GRASIM,25.540493,26.730318,25.507895,26.53473,546966.0
1999-02-15 09:15:00,NSE:GRASIM,26.567328,26.730318,25.124867,25.222663,363212.0
1999-02-16 09:15:00,NSE:GRASIM,25.304158,25.304158,24.301773,24.692946,423339.0
1999-02-17 09:15:00,NSE:GRASIM,24.937431,25.60569,24.538106,25.393802,265660.0
1999-02-18 09:15:00,NSE:GRASIM,25.556792,26.762916,25.100421,25.915369,868459.0
1999-02-19 09:15:00,NSE:GRASIM,25.4264,26.893308,25.4264,26.241349,537763.0
1999-02-22 09:15:00,NSE:GRASIM,26.241349,27.056298,25.760529,26.013165,557089.0
1999-02-23 09:15:00,NSE:GRASIM,25.630137,26.07021,25.100421,26.07021,690226.0
1999-02-24 09:15:00,NSE:GRASIM,26.714017,28.156478,25.939816,27.268184,816922.0
1999-02-25 09:15:00,NSE:GRASIM,26.974803,27.537117,25.75238,25.915369,1209891.0
1999-02-26 09:15:00,NSE:GRASIM,25.833874,25.915369,24.529957,24.774441,842077.0
1999-03-01 09:15:00,NSE:GRASIM,26.159854,26.159854,23.8454,23.8454,703418.0
1999-03-03 09:15:00,NSE:GRASIM,25.214513,25.75238,24.635898,25.75238,689920.0
1999-03-04 09:15:00,NSE:GRASIM,26.241349,27.545267,24.953731,26.371741,1866067.0
1999-03-05 09:15:00,NSE:GRASIM,26.567328,27.545267,26.078359,27.545267,1224923.0
1999-03-08 09:15:00,NSE:GRASIM,27.952741,29.753778,27.952741,29.753778,1099762.0
1999-03-09 09:15:00,NSE:GRASIM,30.136802,30.136802,27.626762,27.871246,646972.0
1999-03-10 09:15:00,NSE:GRASIM,28.775839,29.158864,27.097045,28.034236,353703.0
1999-03-11 09:15:00,NSE:GRASIM,27.952741,28.148329,26.730318,26.738468,228234.0
1999-03-12 09:15:00,NSE:GRASIM,26.567328,26.885158,25.776826,26.485833,407694.0
1999-03-15 09:15:00,NSE:GRASIM,26.086509,26.730318,25.516044,25.613837,331615.0
1999-03-16 09:15:00,NSE:GRASIM,26.062058,26.062058,24.627752,24.627752,400637.0
1999-03-17 09:15:00,NSE:GRASIM,25.4101,26.599926,25.26341,25.833874,507392.0
1999-03-18 09:15:00,NSE:GRASIM,25.915369,26.078359,25.018926,25.548642,294803.0
1999-03-19 09:15:00,NSE:GRASIM,25.507895,25.507895,24.122482,24.611451,504939.0
1999-03-22 09:15:00,NSE:GRASIM,24.448462,24.855936,23.959492,24.692946,320264.0
1999-03-23 09:15:00,NSE:GRASIM,24.92113,26.07021,24.48106,24.864086,978894.0
1999-03-24 09:15:00,NSE:GRASIM,26.730318,26.85256,24.774441,25.58939,854654.0
1999-03-25 09:15:00,NSE:GRASIM,25.679034,26.053912,25.018926,25.26341,232529.0
1999-03-26 09:15:00,NSE:GRASIM,25.100421,25.100421,24.122482,24.293621,419964.0
1999-03-30 09:15:00,NSE:GRASIM,23.486824,24.285472,22.826714,23.633513,727652.0
1999-03-31 09:15:00,NSE:GRASIM,25.524196,25.524196,25.524196,25.524196,178538.0
1999-04-01 09:15:00,NSE:GRASIM,25.573089,26.200601,24.448462,24.464762,967692.0
1999-04-05 09:15:00,NSE:GRASIM,22.818564,24.285472,22.818564,23.511271,345118.0
1999-04-06 09:15:00,NSE:GRASIM,22.981554,23.584616,22.826714,23.405329,504006.0
1999-04-07 09:15:00,NSE:GRASIM,23.641662,24.098035,23.405329,23.405329,369605.0
1999-04-08 09:15:00,NSE:GRASIM,23.633513,23.633513,22.900059,23.038602,168323.0
1999-04-09 09:15:00,NSE:GRASIM,23.144544,23.144544,21.213114,21.514646,532026.0
1999-04-12 09:15:00,NSE:GRASIM,21.066424,21.799878,20.544857,21.188667,369581.0
1999-04-13 09:15:00,NSE:GRASIM,21.025677,21.188667,20.805641,20.911584,395135.0
1999-04-15 09:15:00,NSE:GRASIM,20.471512,21.416851,20.471512,21.172366,254592.0
1999-04-16 09:15:00,NSE:GRASIM,21.514646,22.867461,21.351657,22.492585,2786358.0
1999-04-19 09:15:00,NSE:GRASIM,20.618203,21.759131,20.585605,20.797491,438143.0
1999-04-20 09:15:00,NSE:GRASIM,21.025677,21.596141,20.422615,20.577455,742119.0
1999-04-21 09:15:00,NSE:GRASIM,20.870837,21.335356,20.487811,20.536708,691128.0
1999-04-22 09:15:00,NSE:GRASIM,20.536708,21.009376,19.721759,19.925496,792019.0
1999-04-23 09:15:00,NSE:GRASIM,20.112934,20.112934,19.23279,19.330584,814829.0
1999-04-26 09:15:00,NSE:GRASIM,18.580831,18.646027,17.790331,17.80663,861323.0
1999-04-28 09:15:00,NSE:GRASIM,17.692537,18.157058,16.673851,17.95332,466513.0
1999-04-29 09:15:00,NSE:GRASIM,18.336346,18.988305,17.928872,18.564532,717142.0
1999-04-30 09:15:00,NSE:GRASIM,18.580831,19.884749,17.928872,19.151295,1370846.0
1999-05-03 09:15:00,NSE:GRASIM,19.23279,19.933646,18.43414,19.640264,931248.0
1999-05-04 09:15:00,NSE:GRASIM,19.265388,20.006991,19.151295,19.23279,610565.0
1999-05-05 09:15:00,NSE:GRASIM,19.558769,20.773043,19.420228,20.740445,1700131.0
1999-05-06 09:15:00,NSE:GRASIM,21.025677,22.40294,20.862687,22.40294,1011001.0
1999-05-07 09:15:00,NSE:GRASIM,24.122482,24.195828,23.160844,24.195828,2291493.0
1999-05-10 09:15:00,NSE:GRASIM,24.611451,26.135407,24.611451,26.135407,880975.0
1999-05-11 09:15:00,NSE:GRASIM,27.056298,28.164628,25.76868,26.811813,3003721.0
1999-05-12 09:15:00,NSE:GRASIM,27.211138,27.528966,25.491594,26.07021,1665625.0
1999-05-13 09:15:00,NSE:GRASIM,26.241349,28.156478,26.241349,28.156478,3217901.0
1999-05-14 09:15:00,NSE:GRASIM,28.42541,30.413888,27.724557,30.413888,3990366.0
1999-05-17 09:15:00,NSE:GRASIM,30.951751,30.951751,27.985339,28.164628,1421702.0
1999-05-18 09:15:00,NSE:GRASIM,27.219287,28.237973,27.219287,28.148329,1196516.0
1999-05-19 09:15:00,NSE:GRASIM,28.148329,30.405737,27.056298,30.397587,1794928.0
1999-05-20 09:15:00,NSE:GRASIM,31.457021,32.271969,30.666519,30.772464,2111641.0
1999-05-21 09:15:00,NSE:GRASIM,30.805062,31.294031,28.539506,28.686195,717001.0
1999-05-24 09:15:00,NSE:GRASIM,28.360216,29.664133,26.893308,29.028475,566765.0
1999-05-25 09:15:00,NSE:GRASIM,29.501144,29.827123,28.12388,28.12388,593932.0
1999-05-26 09:15:00,NSE:GRASIM,28.360216,28.849185,27.056298,27.398578,453985.0
1999-05-27 09:15:00,NSE:GRASIM,26.624376,28.034236,26.624376,27.056298,204656.0
1999-05-28 09:15:00,NSE:GRASIM,26.322844,26.730318,25.181916,25.915369,1245813.0
