actions
[[-0.11334462]]
[[-0.00557029]]
[[-0.25034088]]
[[0.1200272]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[0.36538494]]
[[0.16305569]]
[[0.38198456]]
[[-0.17598918]]
[[-0.6328422]]
[[-0.58722013]]
[[-0.49254236]]
[[-0.39783403]]
[[-0.30275303]]
[[-0.48326722]]
[[-0.14704217]]
[[0.2625337]]
[[0.7892223]]
[[1.]]
[[0.9505617]]
[[1.]]
[[0.93549645]]
[[1.]]
[[1.]]
[[0.58527803]]
[[0.31943992]]
[[0.6313558]]
[[0.9958855]]
[[1.]]
[[0.41630313]]
[[-0.20792334]]
[[0.21575044]]
[[0.45105755]]
[[0.8472831]]
[[0.44957247]]
[[0.23839499]]
[[0.29495904]]
[[0.22936043]]
[[-0.2102602]]
[[-0.7479992]]
[[-0.9156534]]
[[-0.7246108]]
[[-0.5530706]]
[[-0.29426152]]
[[-0.2042781]]
[[-0.01064955]]
[[0.18224026]]
[[0.2513551]]
[[-0.41124573]]
[[-0.5914945]]
[[-0.7054252]]
[[-0.7164361]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-0.82464063]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-0.9477382]]
[[-0.47742674]]
[[-0.21031082]]
[[0.04894685]]
[[0.23700812]]
[[0.6082855]]
[[1.]]
[[1.]]
[[0.94037944]]
[[1.]]
[[0.8685879]]
[[1.]]
[[0.78023297]]
[[0.6710438]]
[[0.71224767]]
[[0.8682376]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[0.46651477]]
[[-0.13104084]]
[[0.00360032]]
[[0.27464]]
[[0.18706656]]
[[0.10837329]]
[[0.12118076]]
[[0.11424043]]
[[-0.09386772]]
[[-0.00177297]]
[[0.00842637]]
[[0.20136929]]
[[0.03394907]]
[[-0.3239234]]
[[-0.82795537]]
[[-0.61182964]]
[[-0.16846855]]
[[0.15368035]]
[[0.4392296]]
[[0.21421336]]
[[0.0757062]]
[[-0.05522221]]
[[-0.07344373]]
[[-0.051298]]
[[0.09928056]]
[[0.1637141]]
[[0.3541626]]
[[0.4642284]]
[[0.34198028]]
[[0.40258846]]
[[0.14572832]]
[[-0.08013082]]
[[-0.24239473]]
[[-0.4404315]]
[[-0.4918776]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-0.75164044]]
[[-0.40642208]]
[[0.04857601]]
[[0.31089932]]
[[0.43782234]]
[[0.5102821]]
[[0.36899042]]
[[0.37986583]]
[[0.5989095]]
[[0.79390216]]
[[1.]]
[[1.]]
[[1.]]
[[0.9119114]]
[[0.9332685]]
[[0.7561531]]
[[0.0663672]]
[[0.3400612]]
[[0.3527624]]
[[0.4453432]]
[[0.61101574]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[0.94659346]]
[[0.618318]]
[[0.23951317]]
[[0.5034978]]
[[0.9422631]]
[[0.976013]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[0.8949784]]
[[0.5576544]]
[[0.37610245]]
[[0.08944945]]
[[-0.62047905]]
[[-0.9644143]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
