actions
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-0.99891937]]
[[-0.9469181]]
[[-0.82920593]]
[[-0.48259303]]
[[-0.69225127]]
[[-0.6173715]]
[[-0.58641315]]
[[0.1382335]]
[[0.72757435]]
[[1.]]
[[1.]]
[[1.]]
[[0.87459177]]
[[0.41314203]]
[[-0.1995519]]
[[-0.7535273]]
[[-1.]]
[[-1.]]
[[-0.94493055]]
[[-0.576908]]
[[-0.00579932]]
[[0.07561177]]
[[0.68760484]]
[[1.]]
[[0.3346744]]
[[-0.17138003]]
[[-0.1826211]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-0.8773086]]
[[-0.34222695]]
[[0.08656726]]
[[0.5272253]]
[[0.9753731]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[0.9837795]]
[[0.767634]]
[[0.11791432]]
[[-0.72746265]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-0.7730087]]
[[-0.8557495]]
[[-1.]]
[[-1.]]
[[-0.40106684]]
[[0.09867145]]
[[0.45863125]]
[[0.70967644]]
[[0.84732896]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[0.5715497]]
[[0.30556592]]
[[0.36353722]]
[[0.5553497]]
[[0.73558974]]
[[0.76809496]]
[[0.70908725]]
[[0.80379623]]
[[0.8920499]]
[[0.9050219]]
[[0.99196327]]
[[0.56342876]]
[[0.4517005]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[0.76430154]]
[[0.7360731]]
[[0.6626929]]
[[0.876363]]
[[1.]]
[[0.98716486]]
[[0.8429089]]
[[0.90138173]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
