actions
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-0.6471779]]
[[-1.]]
[[-0.09272713]]
[[-0.17748065]]
[[-0.46699655]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[0.41019544]]
[[1.]]
[[0.8589919]]
[[0.50107485]]
[[-1.]]
[[-1.]]
[[-0.6836578]]
[[-0.27506232]]
[[-0.12692127]]
[[-0.42936373]]
[[-0.39730054]]
[[-0.19969115]]
[[-0.23883222]]
[[-0.12084004]]
[[-0.1664454]]
[[-0.5667539]]
[[-0.5916591]]
[[-0.5272678]]
[[-0.7658813]]
[[-0.8944692]]
[[-0.8578818]]
[[-0.965964]]
[[-0.75358397]]
[[-0.7791068]]
[[-0.830464]]
[[-0.52192247]]
[[-0.5025822]]
[[-0.9304903]]
[[-0.69523805]]
[[-0.75747716]]
[[-0.5786863]]
[[-0.41599375]]
[[-0.40443283]]
[[-0.4038018]]
[[-0.31199965]]
[[-0.16155556]]
[[0.16680053]]
[[0.32477188]]
[[0.38215643]]
[[0.29169542]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[0.91485834]]
[[0.5519887]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[0.75570005]]
[[0.6783491]]
[[0.88379645]]
[[0.21759056]]
[[-0.39848968]]
[[-0.7687531]]
[[-0.14262679]]
[[-0.41619328]]
[[-1.]]
[[-1.]]
[[-0.08017901]]
[[1.]]
[[-0.6003892]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[0.83782625]]
[[0.7870454]]
[[0.22877344]]
[[-0.0578154]]
[[0.15967976]]
[[0.87489825]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[-0.07558767]]
[[-0.7600354]]
[[0.8373455]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[0.98831993]]
[[0.45379514]]
[[0.2692256]]
[[0.00649572]]
[[-0.09106763]]
[[0.0614397]]
[[-0.00337686]]
[[0.07284718]]
[[0.09636853]]
[[0.12358133]]
[[0.2894382]]
[[0.8160394]]
[[0.1274022]]
[[-0.23687719]]
[[-0.8191677]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-0.9200021]]
[[-0.7288355]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-0.6483195]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-1.]]
[[-0.08980461]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
[[1.]]
